name,date,location,label
2020-08-07-ADELUP-B-T5 21.5-B (P8072923)2.JPG,2020-08-07,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 16.5-B-JP (P8103040)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 16.5-B (llP8103040)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 16.5-B (P8103040)2.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 16.5-B (P8103040)3.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 16.5-B-RS (P8103040)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 16.5-B TB(P8103040)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 21.0-A-AP (P8103009)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 21.0-A (P8103009)3.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 21.0-A-RS (P8103009)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 7.0-A (P8102982)2.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 7.0-A (P8102982)3.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 7.0'A (P8102982)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 7.0-A (P8102982).JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 7.0-A-RS (P8102982)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-A-T1 7.0-A TB (P8102982)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-A-AP (P8103531)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-Aj (P8103531)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-A-JP (P8103531)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-A (P8103531)2.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-A (P8103531)3.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-A (P8103531).JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-A-RS (P8103531)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T1 7.0-A TB(P8103531)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T4 2.0-A (P8103846)2.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T4 2.0-A (P8103846)3.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T4 2.0-A (P8103846).JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T4 2.0-A-RS (P8103846)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T4 2.0-A TB(P8103846)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T4 2.0-j(P8103846)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 0.5-B (P8104054)2.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 0.5-B (P8104054)3.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 0.5-B-RS2 (P8104054)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 0.5-j(P8104054)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 1.5-Bj (P8104052)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 1.5-B (P8104052)2.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 1.5-B (P8104052)3.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 1.5-B (P8104052).JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 1.5-BTB (P8104052)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 5.5-Bj (P8104044)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 5.5-B (P8104044)2.JPG,2020-08-10,"Pacific National Historical Park, Guam",bleached
2020-08-10-AGAT-B-T5 5.5-B TB(P8104044)4.JPG,2023-05-01,"Pacific National Historical Park, Guam",bleached
