name,date,location,label
2022-04-21-AGAT-T09-17.0(P4210039).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T09-18.0(P4210040).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T09-19.0(P4210041).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T09-21.0(P4210043).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T09-22.0(P4210044).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T09-30.0(P4210052).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T09-32.0(P4210055).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T09-41.0(P4210064).jpg,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-02.0(P4210410).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-03.0(P4210412).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-04.0(P4210413).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-07.0(P4210417).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-08.0(P4210418).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-11.0(P4210423).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-12.0(P4210424).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-18.0(P4210433).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-21.0(P4210436).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-23.0(P4210438).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-24.0(P4210439).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-27.0(P4210442).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-28.0(P4210443).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-29.0(P4210445).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-30.0(P4210447).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-31.0(P4210448).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-33.0(P4210451).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-35.0(P4210455).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-36.0(P4210456).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-38.0(P4210459).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-39.0(P4210461).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-40.0(P4210462).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-42.0(P4210465).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-46.0(P4210470).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-47.0(P4210472).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T10-48.0(P4210474).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T13-32.0(P4210117).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T13-33.0(P4210118).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T13-38.0(P4210123).JPG,2022-04-21,"Pacific National Historical Park, Guam",healthy
2022-04-21-AGAT-T21-01.0(P4210215).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-02.0(P4210216).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-04.0(P4210218).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-06.0(P4210220).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-08.0(P4210222).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-11.0(P4210226).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-12.0(P4210227).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-15.0(P4210231).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-18.0(P4210234).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-20.0(P4210236).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-21.0(P4210237).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-22.0(P4210238).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-24.0(P4210240).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-28.0(P4210243).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-31.0(P4210248).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-32.0(P4210249).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-33.0(P4210250).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-34.0(P4210251).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-35.0(P4210252).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-38.0(P4210254).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-39.0(P4210255).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-40.0(P4210256).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-41.0(P4210257).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-42.0(P4210258).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-43.0(P4210259).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-44.0(P4210260).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-45.0(P4210261).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-46.0(P4210262).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-47.0(P4210263).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-48.0(P4210264).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-49.0(P4210265).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-50.0(P4210266).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T21-51.0(P4210267).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T22-21.0(P4210197).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T22-23.0(P4210199).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T22-27.0(P4210205).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T22-29.0(P4210207).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T22-32.0(P4210211).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T22-40.0(P4210222).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T22-43.0(P4210226).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T26-11.0(P4210392).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T26-15.0(P4210388).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T26-17.0(P4210328).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T26-21.0(P4210338).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T26-25.0(P4210343).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T26-36.0(P4210358).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T26-38.0(P4210360).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-02.0(P4210160).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-03.0(P4210162).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-04.0(P4210163).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-11.0(P4210170).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-14.0(P4210175).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-17.0(P4210178).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-21.0(P4210182).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-26.0(P4210187).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-28.0(P4210189).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-34.0(P4210196).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-37.0(P4210199).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-42.0(P4210204).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-46.0(P4210208).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-21-AGAT-T30-47.0(P4210209).JPG,2022-04-21,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-02.0(P4220527).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-03.0(P4220529).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-04.0(P4220531).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-05.0(P4220535).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-06.0(P4220537).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-07.0(P4220538).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-08.0(P4220541).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-09.0(P4220547).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-10.0(P4220548).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-11.0(P4220549).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-12.0(P4220550).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-13.0(P4220551).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-14.0(P4220553).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-15.0(P4220554).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-16.0(P4220555).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-17.0(P4220557).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-18.0(P4220558).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-19.0(P4220559).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-20.0(P4220560).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-21.0(P4220561).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-22.0(P4220562).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-23.0(P4220563).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-24.0(P4220564).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-26.0(P4220567).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-27.0(P4220568).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-28.0(P4220570).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-29.0(P4220571).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-30.0(P4220574).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-31.0(P4220575).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-32.0(P4220576).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-33.0(P4220578).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-34.0(P4220580).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-35.0(P4220581).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-36.0(P4220582).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-37.0(P4220584).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-38.0(P4220585).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-39.0(P4220586).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-40.0(P4220588).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-41.0(P4220589).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-42.0(P4220590).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-43.0(P4220592).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-44.0(P4220593).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-45.0(P4220594).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-46.0(P4220595).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-47.0(P4220596).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-48.0(P4220597).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-49.0(P4220599).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T04-50.0(P4220600).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-01.0(P4220759).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-02.0(P4220761).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-03.0(P4220762).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-04.0(P4220765).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-05.0(P4220766).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-06.0(P4220767).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-07.0(P4220768).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-08.0(P4220769).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-09.0(P4220770).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-10.0(P4220771).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-11.0(P4220772).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-12.0(P4220774).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-13.0(P4220775).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-14.0(P4220776).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-15.0(P4220778).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-16.0(P4220779).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-17.0(P4220780).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-18.0(P4220781).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-19.0(P4220782).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-20.0(P4220783).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-21.0(P4220784).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-22.0(P4220785).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-23.0(P4220786).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-24.0(P4220787).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-25.0(P4220788).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-26.0(P4220789).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-27.0(P4220790).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-28.0(P4220793).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-29.0(P4220794).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-30.0(P4220795).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-31.0(P4220796).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-32.0(P4220797).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-33.0(P4220798).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-34.0(P4220800).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-35.0(P4220801).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-36.0(P4220802).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-37.0(P4220803).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-38.0(P4220804).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-39.0(P4220806).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-40.0(P4220807).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-42.0(P4220808).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-43.0(P4220809).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-44.0(P4220811).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-45.0(P4220812).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-46.0(P4220813).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-47.0(P4220814).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-48.0(P4220816).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-49.0(P4220817).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-50.0(P4220818).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T07-51.0(P4220819).JPG,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-08.0(P4220756).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-12.0(P4220763).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-22.0(P4220777).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-24.0(P4220779).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-25.0(P4220780).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-27.0(P4220782).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-30.0(P4220786).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-33.0(P4220790).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-34.0(P4220791).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-35.0(P4220792).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-36.0(P4220793).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-37.0(P4220794).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-38.0(P4220795).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-39.0(P4220796).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-42.0(P4220799).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-43.0(P4220800).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-44.0(P4220802).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-45.0(P4220803).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-48.0(P4220806).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T08-49.0(P4220807).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-01.0(P4220849).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-02.0(P4220850).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-03.0(P4220851).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-04.0(P4220852).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-05.0(P4220854).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-06.0(P4220855).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-07.0(P4220856).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-08.0(P4220857).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-09.0(P4220858).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-10.0(P4220859).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-11.0(P4220860).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
2022-04-22-AGAT-T15-12.0(P4220861).jpg,2022-04-22,"Pacific National Historical Park, Guam",dead
