Name,Date,Site,Cluster,Transect,Assigned To,Training Set,Row,Column,Label
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,199,MALG
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,599,HALI
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,999,SARU
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,1399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,1799,MALG
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,2199,SARU
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-AP (P6230529)4.JPG,,,,,Anneke,,2699,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,199,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,599,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,999,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,1399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,1799,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,2199,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,2999,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,299,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,199,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,599,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,999,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,1799,HALI
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,2199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,2599,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,899,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,199,APUL
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,599,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,999,DEAD
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,1799,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,2199,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,2599,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,1499,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,199,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,599,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,999,DEAD
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,1399,HALI
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,1799,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,2199,HALI
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2099,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,199,NOID
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,599,HALI
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,999,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,1799,MALG
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,2199,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A-JP (P6230529)4.JPG,,,,,Julia,,2699,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,199,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,599,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,999,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,1399,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,1799,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,2199,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,2999,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,299,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,599,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,999,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,1799,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,2199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,2599,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,899,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,199,APUL
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,599,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,999,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,1799,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,2199,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,2599,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,1499,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,199,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,599,PADN
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,999,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,1799,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,2199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2099,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,599,HALI
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,999,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,1399,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,1799,MALG
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,2199,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A KT (P6230529)4.JPG,,,,,Kyla,,2699,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,199,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,599,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,999,MALG
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,1399,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,1799,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,2199,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,2999,MALG
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,299,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,199,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,599,MALG
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,999,MALG
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,1799,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,2199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,2599,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,899,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,199,APUL-BL
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,599,MALG
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,999,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,1799,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,2199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,2599,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,1499,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,199,MALG
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,599,PADN
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,999,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,1399,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,1799,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,2199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,2999,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,3399,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2099,3799,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,199,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,599,HALI
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,999,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,1399,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,1799,DEAD
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,2199,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,2599,SARU
2020-06-23-ADELUP-A-T1 15.0-A (P6230529)2.JPG,2020-06-23,Adelup,A,1,Kyla,1,2699,2999,SARU
