Name,Date,Island,Station ID,Transect,Pic Number,Notes,Row,Column,Label
16t1 (17).JPG,2019-05-01,ARU,,,,,1488,625,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,1487,1215,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,1317,1771,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,1623,2811,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,1453,3311,TurfMatrix
16t1 (17).JPG,2019-05-01,ARU,,,,,2009,466,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,2087,1142,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,2015,1743,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,1842,3019,Sand
16t1 (17).JPG,2019-05-01,ARU,,,,,1928,3344,Turf
16t1 (17).JPG,2019-05-01,ARU,,,,,2772,571,Turf
16t1 (17).JPG,2019-05-01,ARU,,,,,2920,826,Turf
16t1 (17).JPG,2019-05-01,ARU,,,,,2911,2312,Turf
16t1 (17).JPG,2019-05-01,ARU,,,,,2976,2513,Turf
16t1 (17).JPG,2019-05-01,ARU,,,,,2771,3654,SidSid
16t1 (2).JPG,2019-05-01,ARU,,,,,136,311,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,592,1103,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,198,1629,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,256,2532,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,540,3826,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,634,737,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1172,1517,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,679,2146,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1171,2647,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1158,3546,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1503,397,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1246,896,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1396,2107,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1266,3140,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1461,3982,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1996,624,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2164,1206,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2310,1699,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,1850,3052,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2378,3938,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2711,202,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2808,1555,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2511,1848,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2750,2608,Sand
16t1 (2).JPG,2019-05-01,ARU,,,,,2656,3417,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,84,543,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,95,1092,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,4,2186,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,172,2688,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,74,3456,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1174,234,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1038,1227,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,875,2094,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,914,2483,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,697,3625,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1785,330,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1486,887,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1756,2210,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1237,2955,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1441,3914,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,1959,437,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2214,1390,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2305,2179,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2208,2761,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2337,3381,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2659,535,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2452,1112,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2403,1617,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2447,2816,Sand
16t1 (3).JPG,2019-05-01,ARU,,,,,2722,3920,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,14,437,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,71,1133,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,101,2332,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,510,3163,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,358,3800,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,740,311,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1075,1528,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1052,1657,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,760,2546,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,672,3754,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1502,333,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1699,1242,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1303,2339,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1216,2457,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1542,3292,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2121,444,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2004,1110,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,1935,1774,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2045,2615,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2144,3550,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2517,647,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2698,1026,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2442,1775,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2656,2612,Sand
16t1 (4).JPG,2019-05-01,ARU,,,,,2428,3806,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,128,198,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,196,1189,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,598,2340,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,267,3140,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,332,3910,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1150,542,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,622,1185,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,760,1993,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,755,2465,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1157,3498,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1359,285,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1474,1576,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1302,2230,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1785,2580,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1335,3543,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2332,196,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,1892,1538,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2289,1971,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2234,3019,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2293,3217,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2750,684,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2907,1121,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2601,1741,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2650,2667,Sand
16t1 (5).JPG,2019-05-01,ARU,,,,,2913,3922,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,4,172,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,312,995,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,507,2128,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,326,2680,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,147,3642,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1102,645,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,668,1186,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1015,2038,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,726,2786,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,647,3592,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1410,335,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1474,836,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1714,2102,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1725,3110,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1362,3852,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1974,777,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1973,950,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1881,2237,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,2389,3079,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,1899,3934,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,2547,352,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,2712,1375,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,2693,1621,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,2440,2737,Sand
16t1 (6).JPG,2019-05-01,ARU,,,,,2763,3392,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,427,614,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,581,955,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,137,1955,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,312,2444,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,210,3371,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,637,112,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,735,1155,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,630,1907,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,668,2538,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,1163,3792,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,1326,495,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,1577,1462,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,1638,2365,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,1300,3051,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,1340,3458,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2220,447,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,1919,869,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2215,1604,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2314,2688,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2011,3855,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2565,620,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2616,1028,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2799,1991,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2883,2749,Sand
16t1 (7).JPG,2019-05-01,ARU,,,,,2991,3560,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,492,236,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,574,921,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,423,2059,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,336,2621,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,474,3361,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,777,380,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,738,810,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1028,2326,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,670,2443,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1046,3683,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1752,175,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1660,984,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1322,1712,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1768,2486,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1538,3464,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2285,380,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2307,1257,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,1840,1607,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2153,2848,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2217,3666,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2839,633,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2563,1029,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2739,2164,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2726,2954,Sand
16t1 (8).JPG,2019-05-01,ARU,,,,,2961,3257,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,194,50,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,571,1518,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,241,1842,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,31,2722,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,443,3993,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,677,778,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,1119,1080,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,660,1746,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,676,2521,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,718,3711,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,1655,397,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,1608,1502,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,1332,2262,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,1672,2801,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,1659,3355,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,2360,456,Sand
16t1 (9).JPG,2019-05-01,ARU,,,,,1965,1412,Sand
