name,date,location,label,CoralReefWatch location,SST@90th_HS
OfavB_T5_23.JPG,2022-05-01,Biscayne Bay,healthy,southeast_florida,26.67
OfavB_T5_4.JPG,2022-05-01,Biscayne Bay,dead,southeast_florida,26.67
OfavB_T5_7.JPG,2022-05-01,Biscayne Bay,bleached,southeast_florida,26.67
OfavB_T5_8.JPG,2022-05-01,Biscayne Bay,dead,southeast_florida,26.67
16t1 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
16t1 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
16t2 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t3 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t3 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (10).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (12).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t4 (9).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
19t5 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t1 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t1 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t1 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t1 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t1 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t1 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t1 (9).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t2 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t2 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t2 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t2 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t2 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t3 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t3 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t3 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t3 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t3 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t3 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t3 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t4 (10).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t4 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t4 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t4 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t4 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t4 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t4 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t5 (10).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t5 (12).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t5 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t5 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t5 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t5 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
20t5 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t1 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t1 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t1 (18).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t1 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t1 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t1 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t2 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t2 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t2 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t2 (18).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t2 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
21t2 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t1 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t2 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t2 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t2 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t2 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t3 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t3 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t3 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t3 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t3 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t3 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t3 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t4 (10).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t4 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t5 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t5 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t5 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
24t5 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t3 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t3 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t3 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t3 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t4 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t4 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t4 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t4 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t4 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t5 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t5 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t5 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t5 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
26t5 (9).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
27t1 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
27t1 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
27t2 (18).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t1 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t1 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t2 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t2 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t3 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t3 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t3 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t3 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t4 (12).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t4 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
28t5 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t3 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t3 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t3 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t3 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t3 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t3 (9).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t4 (10).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t4 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t4 (1).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t4 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t4 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t4 (9).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t5 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t5 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t5 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t5 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t5 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
29t5 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (17).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t1 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t2 (10).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t2 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t2 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t2 (18).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
30t2 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t1 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t1 (12).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t1 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t1 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t1 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t1 (2).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t1 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (10).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (11).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (13).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (14).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (15).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (16).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (3).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (4).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (5).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (6).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (7).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
31t2 (8).JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0001.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0004.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0006.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0009.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0012.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0039.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0040.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0041.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0057.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0060.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0062.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0063.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0088.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0095.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0099.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0123.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0124.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0662.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0663.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0665.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0666.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0671.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0672.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0673.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0674.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0675.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0677.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0698.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0700.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0706.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0707.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0708.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0709.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0731.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_0732.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_3238.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_3241.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9407.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9408.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9409.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9414.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9417.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9418.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9421.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9422.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9433.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9434.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9435.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9436.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9437.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9440.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9448.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9458.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9459.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9460.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9462.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9464.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9465.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9466.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9467.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9468.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9469.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9470.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9483.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9484.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9492.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9495.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9505.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9508.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9510.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9511.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9516.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9550.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9557.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9558.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9562.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9570.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9573.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9577.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9578.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9579.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9582.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9584.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9591.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9632.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9636.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9640.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9643.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9644.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9653.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9656.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9659.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9660.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9662.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9727.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9737.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9739.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9740.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9741.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9742.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9748.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9754.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9763.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9767.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9768.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9769.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9778.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9779.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9781.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9786.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9789.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9791.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9813.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9815.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9822.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9823.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9824.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9825.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9826.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9828.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9829.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9830.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9831.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
IMG_9832.JPG,2019-05-01,Curacao,healthy,abc_islands,26.64
CUR_CRA_001_20231026_T1_03.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_05.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_06.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_07.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_09.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_10.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_11.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_13.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_14.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T1_15.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_02.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_03.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_04.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_05.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_07.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_08.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_12.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_13.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_14.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T2_15.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_01.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_05.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_06.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_08.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_10.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_11.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_12.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_13.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_14.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_15.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T3_16.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_01.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_02.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_03.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_04.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_05.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_06.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_07.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_08.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_09.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_10.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_11.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_12.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
CUR_CRA_001_20231026_T4_13.JPG,2023-10-26,Curacao,healthy,abc_islands,30.18
